Date,Open,Close,Volume,Returns,Range,MA_12,MA_21,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exp,lrets_strat,lrets_prod,strat_prod_exp
2002-02-20,22.40806410568027,21.208738327026367,4525430,0.002193751916941711,0.07259257063808278,21.40797980626424,20.359812691098167,1,1.0,1,1.0,0.002191349156603573,0.0980502616736172,0.1030182232572201,-0.04809979886197484,0.017544797887737607,0.01769961192255698
2002-02-21,21.355751616061454,21.31706428527832,8145896,0.005107609730556906,0.035375662869884916,21.582075754801433,20.460401444208053,2,1.0,0,1.0,0.005094610137752178,0.10314487181136939,0.10865200986731027,-0.012762082498377696,0.0047827153893599105,0.004794170828027466
2002-02-22,21.084939491067292,21.185527801513672,3018119,-0.006170478355009168,0.034763296892780016,21.605288982391357,20.574623289562407,1,1.0,1,0.0,-0.006189594434044477,0.09695527737732491,0.1018110966371868,-0.0,0.0047827153893599105,0.004794170828027466
2002-02-25,21.046249664383506,21.85869598388672,10822243,0.031774907317860146,0.06249994053660779,21.633015473683674,20.718690054757253,2,1.0,0,1.0,0.03128053020516827,0.1282358075824932,0.1368210421146232,0.0515873100530751,0.05637002544243501,0.05798909419890297
2002-02-26,22.160461580261355,22.725305557250977,13103079,0.03964598684217413,0.04009849768484375,21.783253987630207,20.939764113653276,0,1.0,1,0.0,0.03888025793784063,0.16711606552033384,0.18189143419220621,0.0,0.05637002544243501,0.05798909419890297
2002-02-27,22.89553244859507,22.199148178100586,8311324,-0.02315292869549601,0.05194348434781659,21.739407539367676,21.11772855122884,1,1.0,1,1.0,-0.023425168050533705,0.14369089746980013,0.15452718609053662,-0.02706125297669323,0.02930877246574178,0.02974250152340785
2002-02-28,22.284258870530703,21.88190269470215,13264082,-0.01429088543637902,0.08074074942424092,21.691047191619873,21.271743138631184,1,1.0,1,1.0,-0.014393983560737678,0.12929691390906245,0.13802797034093173,-0.021053166774978295,0.008255605690763484,0.008289777174126156
2002-03-01,21.820008767062806,22.237838745117188,6774747,0.016266229467386095,0.060783605254182804,21.727156003316242,21.40917768932524,2,1.0,0,1.0,0.016135351707972385,0.14543226561703484,0.15653939444680098,0.047776342569482586,0.05603194826024607,0.05763147268239299
2002-03-04,22.887793299788658,21.518239974975586,3032057,-0.03235920443481066,0.06941436556653535,21.68073050181071,21.502397083100817,3,1.0,0,0.0,-0.03289433953397638,0.11253792608305846,0.11911469974498479,-0.0,0.05603194826024607,0.05763147268239299
2002-03-05,21.355752188338656,20.32665252685547,9096470,-0.05537569287757094,0.10991540266930899,21.58207607269287,21.530768258231028,3,1.0,0,0.0,-0.05696798913637026,0.0555699369466882,0.057142947837131475,-0.0,0.05603194826024607,0.05763147268239299
2002-03-06,20.504617356689394,19.529680252075195,15061253,-0.0392082402022329,0.07397041291731443,21.429258982340496,21.54513813200451,3,0.0,0,0.0,-0.03999758465013588,0.015572352296552322,0.015694233210236552,-0.0,0.05603194826024607,0.05763147268239299
2002-03-07,19.73086064118106,20.03262710571289,9145554,0.02575294869890432,0.030588193782032258,21.335118452707928,21.503502800351097,0,0.0,1,0.0,0.02542692701202393,0.04099927930857625,0.041851354691872844,0.0,0.05603194826024607,0.05763147268239299
2002-03-08,20.19511498824922,20.65163230895996,7750693,0.03089985152624064,0.03295016217326041,21.288692951202393,21.461867287045433,1,0.0,1,0.0,0.0304320630967564,0.07143134240533265,0.07404440686426428,0.0,0.05603194826024607,0.05763147268239299
2002-03-11,20.95339755716403,20.860546112060547,6539122,0.010116091550300688,0.028806580990954123,21.25064977010091,21.458919797624862,2,0.0,0,0.0,0.010065266376838303,0.08149660878217095,0.08490953841319171,0.0,0.05603194826024607,0.05763147268239299
2002-03-12,20.95339930157248,20.079051971435547,3177128,-0.03746278435985806,0.05363385954975386,21.158443450927734,21.33290772210984,1,0.0,1,0.0,-0.03818254796754534,0.04331406081462561,0.044265806325665125,-0.0,0.05603194826024607,0.05763147268239299
2002-03-13,19.653477831319428,20.17189598083496,2944487,0.004623923954751197,0.040157474637611434,21.017876784006756,21.22384434654599,2,0.0,0,0.0,0.004613266458720987,0.0479273272733466,0.04909441200266196,0.0,0.05603194826024607,0.05763147268239299
2002-03-14,20.18737681209679,19.924299240112305,1906616,-0.012274341537250377,0.03638491784045783,20.784459590911865,21.134309405372257,1,0.0,1,0.0,-0.012350293413425759,0.035577033859920844,0.03621746888492039,-0.0,0.05603194826024607,0.05763147268239299
2002-03-15,20.08678759696483,20.12547492980957,4436384,0.01009700202114261,0.03125004130990772,20.611653486887615,21.04145840236119,2,0.0,0,0.0,0.010046367846560095,0.04562340170648094,0.04668015876259468,0.0,0.05603194826024607,0.05763147268239299
2002-03-18,20.241536043832937,21.108144760131836,6390931,0.04882716227813089,0.09788870202491662,20.547173659006756,21.022298358735583,0,0.0,1,0.0,0.04767255156652039,0.09329595327300133,0.09778658072779578,0.0,0.05603194826024607,0.05763147268239299
2002-03-19,21.231946203709626,20.295698165893555,2822524,-0.03848972060172695,0.05950099372100359,20.385328610738117,20.971451350620814,1,0.0,1,0.0,-0.03925002300860694,0.054045930264394394,0.055533081955257746,-0.0,0.05603194826024607,0.05763147268239299
2002-03-20,20.427242291376405,19.924299240112305,2181342,-0.01829939146441273,0.034482731722902615,20.25250021616618,20.912498292468843,2,0.0,0,0.0,-0.01846889640447354,0.03557703385992085,0.03621746888492039,-0.0,0.05603194826024607,0.05763147268239299
2002-03-21,19.962984130814483,18.88745880126953,6991315,-0.052038991502163845,0.07660455367080665,20.132567405700684,20.80196117219471,3,0.0,0,0.0,-0.053441907849532407,-0.017864873989611556,-0.017706243172775693,-0.0,0.05603194826024607,0.05763147268239299
2002-03-22,19.034470662792344,19.080896377563477,4856395,0.010241588258603773,0.02549343518833358,20.095168749491375,20.69547698611305,1,0.0,1,0.0,0.010189498545942501,-0.0076753754436690545,-0.007645994966354208,0.0,0.05603194826024607,0.05763147268239299
2002-03-25,19.080896377563477,19.080896377563477,0,0.0,0.0,20.015857855478924,20.59525644211542,2,0.0,0,0.0,0.0,-0.0076753754436690545,-0.007645994966354208,-0.0,0.05603194826024607,0.05763147268239299
2002-03-26,19.034471984052356,18.175600051879883,4005508,-0.04744516755240591,0.05852200800869456,19.809521834055584,20.419870921543666,3,0.0,0,0.0,-0.0486076067640754,-0.056282982207744456,-0.05472839700647658,-0.0,0.05603194826024607,0.05763147268239299
2002-03-27,18.299400696294008,19.080896377563477,8328727,0.049808332220094176,0.05423732530662151,19.66121768951416,20.246327627272834,0,0.0,1,0.0,0.048607606764075405,-0.007675375443669051,-0.007645994966354208,0.0,0.05603194826024607,0.05763147268239299
2002-03-28,19.08863813016928,19.498729705810547,5881800,0.02189799262986325,0.042745495261464095,19.612857500712078,20.1177362714495,1,0.0,1,0.0,0.021661675283243916,0.013986299839574865,0.014084565722087827,0.0,0.05603194826024607,0.05763147268239299
2002-03-29,19.498729705810547,19.498729705810547,0,0.0,0.0,19.55676031112671,20.00425184340704,2,0.0,0,0.0,0.0,0.013986299839574865,0.014084565722087827,-0.0,0.05603194826024607,0.05763147268239299
2002-04-01,19.189223576911257,19.483251571655273,4214645,-0.00079380218038827,0.039919385036385036,19.52000633875529,19.87308102562314,1,0.0,1,0.0,-0.0007941174081691042,0.01319218243140576,0.01327958318271949,0.0,0.05603194826024607,0.05763147268239299
2002-04-02,19.49873117466895,19.096376419067383,6692485,-0.019856806301814967,0.03265302076476928,19.434248129526775,19.757754189627512,2,0.0,0,0.0,-0.02005660197286899,-0.00686441954146323,-0.00684091323012348,-0.0,0.05603194826024607,0.05763147268239299
2002-04-03,19.11184928678418,19.351713180541992,3451823,0.013370953518682338,0.031428567017798725,19.28787883122762,19.711328506469727,1,0.0,1,0.0,0.013282351243808293,0.006417931702345062,0.006438570755733508,0.0,0.05603194826024607,0.05763147268239299
2002-04-04,19.49872653278555,19.35944938659668,1979767,0.0003997685363830161,0.01765648721114288,19.20985809961955,19.703222274780273,2,0.0,0,0.0,0.0003996886502316126,0.006817620352576675,0.006840913230123924,0.0,0.05603194826024607,0.05763147268239299
2002-04-05,19.576102140900872,19.815967559814453,7449754,0.023581154820128347,0.03187247014776351,19.200830459594727,19.692905153547013,1,0.0,1,0.0,0.02330741444637463,0.030125034798951306,0.03058338468424293,0.0,0.05603194826024607,0.05763147268239299
2002-04-08,19.885609327607455,19.7463321685791,4309567,-0.003514105027935588,0.02559052989104238,19.272403240203857,19.64979562305269,2,0.0,0,0.0,-0.0035202939983913304,0.026604740800559974,0.026961806430417123,-0.0,0.05603194826024607,0.05763147268239299
2002-04-09,19.808231312318366,20.09452247619629,8270928,0.017633163700711885,0.03421157361512339,19.356872081756592,19.613318307059153,1,0.0,1,0.0,0.017479503187367677,0.04408424398792765,0.045070392077583454,0.0,0.05603194826024607,0.05763147268239299
2002-04-10,20.156425322557265,20.543306350708008,9528180,0.02233364216757794,0.0297067867160572,19.478739579518635,19.63542565845308,2,0.0,0,0.0,0.02208789855158023,0.06617214253950789,0.06841062025417455,0.0,0.05603194826024607,0.05763147268239299
2002-04-11,20.581990345471443,20.496875762939453,3144257,-0.002260132180083807,0.028330734384989675,19.672179222106934,19.65090088617234,1,1.0,1,0.0,-0.0022626901337552655,0.06390945240575262,0.06599587102979476,-0.0,0.05603194826024607,0.05763147268239299
2002-04-12,20.52008775913212,21.061717987060547,12412594,0.027557479035043464,0.03318247818390119,19.83724768956502,19.705063683646067,2,1.0,0,1.0,0.02718460649034084,0.09109405889609345,0.09537202989714122,0.003012320726326798,0.05904426898657287,0.060822201224487005
2002-04-15,20.581994038767768,20.752220153808594,5209778,-0.014694804737300893,0.03398789280973391,19.941705226898193,19.734908694312686,1,1.0,1,0.0,-0.01480384289515501,0.07629021600093844,0.07927575180310198,0.0,0.05904426898657287,0.060822201224487005
2002-04-16,20.968871370651627,20.473665237426758,2239830,-0.013422897131838418,0.03265000983611599,20.02294985453288,19.704695383707683,2,1.0,0,1.0,-0.013513798572466974,0.06277641742847147,0.06478874440976123,-0.01824659462914383,0.04079767435742904,0.041641333471777786
2002-04-17,20.589730409782042,19.846921920776367,4626447,-0.030612169798726385,0.05516433076651461,20.053255716959637,19.68332508632115,3,1.0,0,0.0,-0.031090509599246568,0.031685907829224896,0.032193250566117104,-0.0,0.04079767435742904,0.041641333471777786
2002-04-18,19.88560775388636,19.90108299255371,5744453,0.0027289406384294335,0.02281668723490471,20.120314598083496,19.682219550723122,1,1.0,1,0.0,0.0027252238403374577,0.034411131669562355,0.03501004467429958,0.0,0.04079767435742904,0.041641333471777786
2002-04-19,20.04810000802726,20.001672744750977,2308321,0.0050544863430248554,0.019898592501449652,20.17447789510091,19.73527735755557,2,1.0,0,1.0,0.005041755308136017,0.03945288697769837,0.04024148880999934,0.0034675171944190983,0.04426519155184813,0.045259512129045554
2002-04-22,20.117737804874327,19.498729705810547,4224283,-0.02514504888459479,0.03875352290835843,20.186084588368733,19.755174182710192,1,1.0,1,0.0,-0.025466587138123213,0.01398629983957516,0.014084565722088271,-0.0,0.04426519155184813,0.045259512129045554
2002-04-23,19.638006219586998,19.95524787902832,8208861,0.0234127135513722,0.041832626982541976,20.197691281636555,19.796809968494234,2,1.0,0,1.0,0.02314284016822075,0.03712914000779591,0.03782703717620706,0.020281243221686316,0.06454643477353444,0.06667510791176134
2002-04-24,20.040355682373047,20.040355682373047,4417269,0.004264933408026916,0.016310663459772057,20.222193241119385,19.885607855660574,1,1.0,1,0.0,0.004255864356330019,0.04138500436412593,0.042253300378813474,0.0,0.06454643477353444,0.06667510791176134
2002-04-25,20.117739769920938,20.34986686706543,6771256,0.015444395778095865,0.023255824719586204,20.24347194035848,19.946035021827335,2,1.0,0,1.0,0.015326345027688327,0.056711349391814256,0.05835027285089045,0.018293156952239754,0.0828395917257742,0.08636753222991
2002-04-26,20.489143456885156,20.202852249145508,2151566,-0.0072243528117549305,0.027671049517033586,20.21510076522827,19.979564666748047,1,1.0,1,0.0,-0.007250574816195715,0.04946077457561854,0.05070437708139863,-0.0,0.0828395917257742,0.08636753222991
2002-04-29,20.349863745906084,20.055835723876953,1897927,-0.007277018287097148,0.019379841073482673,20.17834742863973,20.006093524751208,2,1.0,0,1.0,-0.007303624941325961,0.042157149634292575,0.043058382115044314,-0.02113423747426301,0.061705354251511184,0.06364889892661152
2002-04-30,19.924297739467768,19.97846031188965,1998506,-0.00385799988854052,0.017475677718248095,20.08807595570882,20.029674893333798,1,1.0,1,0.0,-0.0038654611666998225,0.038291688467592754,0.039034262993103086,0.0,0.061705354251511184,0.06364889892661152
2002-05-01,19.97846031188965,19.97846031188965,0,0.0,0.0,20.023595968882244,20.071678888230096,2,0.0,0,1.0,0.0,0.038291688467592754,0.039034262993103086,0.006947263733612852,0.06865261798512404,0.07106407611910415
2002-05-02,20.1177391880257,20.202852249145508,1804085,0.011231693221239736,0.010769194607692878,20.001028219858807,20.11220932006836,1,0.0,1,0.0,0.011169086108025795,0.04946077457561855,0.05070437708139863,0.0,0.06865261798512404,0.07106407611910415
2002-05-03,20.27248841396599,20.32665252685547,1989045,0.006127861362506204,0.007633616785903241,20.0410057703654,20.158266612461635,2,0.0,0,0.0,0.006109162371070016,0.05556993694668857,0.05714294783713192,0.0,0.06865261798512404,0.07106407611910415
2002-05-06,20.551045229835676,20.790910720825195,4672119,0.02283987456155656,0.026176009840282788,20.115158081054688,20.20469247727167,1,0.0,1,0.0,0.02258294936284538,0.07815288630953394,0.08128796015936612,0.0,0.06865261798512404,0.07106407611910415
2002-05-07,20.736745972480126,21.649782180786133,11642832,0.041309948924009854,0.05131079175363351,20.252500534057617,20.295332954043435,2,0.0,0,0.0,0.04047948683824458,0.11863237314777852,0.12595591056569622,0.0,0.06865261798512404,0.07106407611910415
2002-05-08,21.812270268556006,21.541454315185547,6754338,-0.005003646904897074,0.028550776936816957,20.422727584838867,20.364234470185778,1,1.0,1,0.0,-0.005016207061313594,0.11361616608646494,0.12032202475874376,0.0,0.06865261798512404,0.07106407611910415
2002-05-09,22.052134579511925,21.595617294311523,3364556,0.002514360373885971,0.0273972189867957,20.55942503611247,20.41434451511928,2,1.0,0,1.0,0.0025112046584714054,0.11612737074493634,0.12313891806378874,-0.01769963953289613,0.050952978452227904,0.052273412595344126
2002-05-10,21.665253672847847,21.680728912353516,6980461,0.003941152358928557,0.03687642443858019,20.696122805277508,20.47071847461519,1,1.0,1,0.0,0.003933406363399236,0.12006077710833558,0.12756537966012038,0.0,0.050952978452227904,0.052273412595344126
2002-05-13,21.974762763686993,22.083087921142578,5379610,0.01855837091158885,0.02089979562503741,20.840557893117268,20.519355138142902,2,1.0,0,1.0,0.01838826570682939,0.13844904281516499,0.14849115620291942,0.008764207114961963,0.05971718556718987,0.06153628630567742
2002-05-14,22.168200562131915,22.71756935119629,11353186,0.02873155386236781,0.033216803659680494,21.050117651621502,20.612943195161364,1,1.0,1,0.0,0.028326542216423566,0.16677558503158854,0.1814890917178167,0.0,0.05971718556718987,0.06153628630567742
2002-05-15,22.748520050361886,21.85869598388672,5225892,-0.03780656962160178,0.05049784337834784,21.200356006622314,20.678897040230886,3,1.0,0,1.0,-0.038539777449094696,0.12823580758249384,0.13682104211462387,-0.031090735353674414,0.028626450213515457,0.029040124951387636
2002-05-16,22.05213351354313,21.41765022277832,4058224,-0.02017713048543779,0.043034298808984905,21.32028849919637,20.753693626040505,1,1.0,1,0.0,-0.02038346904724043,0.1078523385352534,0.1138832556092857,-0.0,0.028626450213515457,0.029040124951387636
2002-05-17,21.355752888920623,21.00756072998047,4667020,-0.019147268189192324,0.04065643828724386,21.406046867370605,20.806383042108443,2,1.0,0,1.0,-0.019332951164260447,0.08851938737099296,0.0925554341826842,-0.020129024639885293,0.008497425573630164,0.008533631173122558
2002-05-20,20.93017996603046,20.51235008239746,2379228,-0.023572972319260255,0.02724179901273316,21.431838353474934,20.8307010105678,1,1.0,1,0.0,-0.02385525989525473,0.06466412747573823,0.06680065517543832,-0.0,0.008497425573630164,0.008533631173122558
2002-05-21,20.272488606917463,20.102262496948242,5253258,-0.01999222828207936,0.029296947747962765,21.413139184315998,20.859440667288645,2,1.0,0,1.0,-0.02019477702455549,0.044469350451182735,0.045472932945699096,-0.011130461005297236,-0.0026330354316670725,-0.002629572034291039
2002-05-22,20.048097567447854,19.127323150634766,10270332,-0.048498985945561235,0.06257672048264795,21.27450688680013,20.820015680222284,3,1.0,0,0.0,-0.04971452650352782,-0.005245176052345084,-0.005231444135698982,-0.0,-0.0026330354316670725,-0.002629572034291039
2002-05-23,19.189225229951887,19.204700469970703,5561851,0.004045381506160739,0.030140370519256887,21.07075007756551,20.780222574869793,1,1.0,1,0.0,0.0040372209513637935,-0.0012079551009812903,-0.0012072258168953631,0.0,-0.0026330354316670725,-0.002629572034291039
2002-05-24,19.34397664158336,19.63800621032715,6342410,0.02256248364997826,0.029683145449792336,20.912129402160645,20.746324448358443,2,1.0,0,1.0,0.022311715771894176,0.021103760670912887,0.021328019820327393,3.3829137363165295e-08,-0.002633001602529709,-0.0026295382941092793
2002-05-27,19.343977295973414,19.498729705810547,2391789,-0.007092191693236161,0.024000012103161605,20.737388769785564,20.71279480343773,1,1.0,1,0.0,-0.0071174608313375656,0.013986299839575321,0.014084565722088271,-0.0,-0.002633001602529709,-0.0026295382941092793
2002-05-28,18.570214738648986,18.4851016998291,6169364,-0.05198430981272528,0.04797981130869333,20.471086502075195,20.63799794514974,3,0.0,0,1.0,-0.05338422603362017,-0.03939792619404485,-0.03863192051871167,1.61035575675438e-07,-0.0026328405669540336,-0.0026293776819699133
2002-05-29,18.570217729114447,19.166013717651367,10547016,0.0368357193203086,0.06524523680391181,20.227996985117596,20.599310012090776,0,0.0,1,0.0,0.03617349752736101,-0.0032244286666838415,-0.003219235779434837,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-05-30,19.034470112815065,18.67854118347168,6703016,-0.02543421607440144,0.043225265618753506,19.891411304473877,20.53740910121373,1,0.0,1,0.0,-0.025763257001872705,-0.028987685668556546,-0.028571573115427684,-0.0,-0.0026328405669540336,-0.0026293776819699133
2002-05-31,18.724970849621613,18.740446090698242,6448098,0.0033142260211060925,0.03829784566623751,19.63155714670817,20.467770712716238,2,0.0,0,0.0,0.003308746078553958,-0.025678939590002586,-0.025352039745404675,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-03,19.29755322274322,19.374929428100586,6406878,0.033856362561042186,0.03809916184681894,19.46133041381836,20.42245056515648,1,0.0,1,0.0,0.03329585208572225,0.007616912495719663,0.007645994966355207,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-04,19.343976827537226,19.413616180419922,6926785,0.0019967428765559347,0.03367140490165421,19.32850170135498,20.35686511085147,2,0.0,0,0.0,0.0019947520351901063,0.00961166453090977,0.009658004928894348,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-05,19.5761057423166,20.860546112060547,29710907,0.07453170590134373,0.08616601860338569,19.357518037160236,20.319282440912154,0,0.0,1,0.0,0.07188494425126161,0.08149660878217138,0.08490953841319215,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-06,22.43901414441101,21.81226921081543,28347612,0.045623115216750776,0.06452787634070511,19.50001859664917,20.332178388323104,0,0.0,1,0.0,0.044612990215068114,0.1261095989972395,0.1344064912839691,-0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-07,21.317061456442406,21.20099639892578,10767580,-0.028024264966735046,0.04149832088585237,19.67282470067342,20.313386917114258,1,0.0,1,0.0,-0.028424438790849094,0.09768516020639041,0.10261558319224307,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-10,21.56466747507526,21.773582458496094,14825523,0.02700750704336352,0.025116635603361637,19.886898199717205,20.31780851454962,2,0.0,0,0.0,0.02664924060165643,0.12433440080804684,0.13239448132142972,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-11,21.66525640934394,24.094860076904297,55773347,0.10660981594705077,0.12071431399981813,20.258302688598633,20.41360718863351,0,0.0,1,0.0,0.10130112180856264,0.22563552261660946,0.25311884855456346,0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-12,24.296039169948592,23.762144088745117,26306607,-0.01380858768622184,0.03984193558705407,20.613587220509846,20.463348842802503,1,1.0,1,0.0,-0.013904813084640437,0.211730709531969,0.23581504705304046,-0.0,-0.0026328405669540336,-0.0026293776819699133
2002-06-13,23.971054821143778,24.31151008605957,26876323,0.023119378254029543,0.04384820292242764,21.09912125269572,20.580149514334543,2,1.0,0,1.0,0.022856174446704826,0.23458688397867383,0.26438632257788086,0.007076428355824183,0.004443587788870149,0.0044534751648050985
2002-06-14,24.141285876762336,23.808568954467773,18072802,-0.020687367004824098,0.025303973393958623,21.486000855763752,20.694002787272137,1,1.0,1,0.0,-0.02090434831288481,0.21368253566578901,0.23822949868683252,-0.0,0.004443587788870149,0.0044534751648050985
2002-06-17,24.063910659612052,23.638343811035156,9295665,-0.007149742756826782,0.024294116063210414,21.899317741394043,20.819278172084264,2,1.0,0,1.0,-0.007175424653421599,0.2065071110123674,0.22937647629730695,-0.009693375955919651,-0.005249788167049503,-0.005236032111802902
2002-06-18,23.83177702355519,23.42942237854004,15090163,-0.008838243244333577,0.043230557726622765,22.29006576538086,20.958186376662482,1,1.0,1,0.0,-0.008877532184272315,0.1976295788280951,0.21851094796092974,-0.0,-0.005249788167049503,-0.005236032111802902
2002-06-19,23.5222743414586,22.787202835083008,10363553,-0.0274108141925542,0.042881706745686365,22.574421882629395,21.086040678478422,1,1.0,1,1.0,-0.027793499923283765,0.16983607890481134,0.18511057077477955,-0.0402737228966112,-0.045523511063660704,-0.04450286244616142
2002-06-20,22.59376749414575,23.251462936401367,10104784,0.020373720490326708,0.04606858404486314,22.89424244562785,21.28242828732445,2,1.0,0,1.0,0.020168952828363264,0.1900050317331746,0.20925568229387648,0.03367329353411163,-0.011850217529549074,-0.011780280231791007
2002-06-21,23.367528487561493,23.150875091552734,6279545,-0.004326086712211019,0.03367342551493735,23.085103193918865,21.470341364542644,1,1.0,1,0.0,-0.004335471300807777,0.18566956043236682,0.20402433735503922,-0.0,-0.011850217529549074,-0.011780280231791007
2002-06-24,23.212770278446133,22.965167999267578,5842689,-0.00802160141034658,0.016260156570943707,23.181178092956543,21.628777640206472,2,1.0,0,1.0,-0.008053947549625141,0.1776156128827417,0.19436613403242053,0.031498733899837775,0.0196485163702887,0.01984281896755946
2002-06-25,23.95558052855854,23.220510482788086,14304886,0.011118685634202707,0.04172270118272281,23.3494709332784,21.806005296253023,1,1.0,1,0.0,0.011057327445099534,0.18867294032784124,0.20764591560886503,-0.0,0.0196485163702887,0.01984281896755946
2002-06-26,23.522275820266707,22.5705509185791,7978005,-0.027990752601703472,0.04827590704206686,23.415884971618652,22.00055049714588,1,1.0,1,1.0,-0.028389960782698048,0.1602829795451432,0.17384299755459964,0.00655744788804827,0.026205964258336968,0.02655235979653603
2002-06-27,23.67702875578897,23.235986709594727,12481884,0.029482478891016628,0.04223435718092272,23.34431219100952,22.194358734857467,2,1.0,0,1.0,0.029056228293787366,0.18933920783893057,0.20845079895137086,0.004239443140083632,0.0304454073984206,0.030913608256631697
2002-06-28,23.777619246098975,24.04843521118164,16654412,0.03496509581198182,0.027531929533679333,23.3681697845459,22.45006797427223,1,1.0,1,0.0,0.03436770229551281,0.22370691013444338,0.2507043969207714,0.0,0.0304454073984206,0.030913608256631697
2002-07-01,24.280558047593846,24.334720611572266,11215881,0.01190453340837383,0.017036290516091235,23.37010399500529,22.716461999075754,2,1.0,0,1.0,0.01183423183878207,0.23554114197322545,0.26559344919791483,-0.0449732962895196,-0.014527888891099,-0.014422868304202807
2002-07-02,23.212772209874363,24.543638229370117,26648411,0.00858516607330606,0.0830000153280166,23.43135976791382,22.962590989612398,1,1.0,1,0.0,0.008548523109645545,0.244089665082871,0.27645877914056705,0.0,-0.014527888891099,-0.014422868304202807
2002-07-03,24.56685269610412,24.628753662109375,10958500,0.0034679223978051343,0.02498395108991036,23.513893922170002,23.21093086969285,2,1.0,0,1.0,0.003461923021173915,0.2475515881040449,0.2808854391306237,0.0018878927917363095,-0.01263999609936269,-0.012560446868733366
2002-07-04,24.613276087629572,25.046581268310547,20505535,0.01696503249549286,0.039022895776509525,23.64865716298421,23.410265877133323,1,1.0,1,0.0,0.016822733481698552,0.2643743215857435,0.30261570222847833,0.0,-0.01263999609936269,-0.012560446868733366
2002-07-05,25.224547743678787,25.077533721923828,9271572,0.0012357955475721383,0.020230297243973183,23.839518070220947,23.56575466337658,2,1.0,0,1.0,0.0012350325807703993,0.2656093541665139,0.30422546891349,-7.018427929761144e-08,-0.012640066283641989,-0.012560516171464253
2002-07-08,25.224545973312146,25.456674575805664,12902871,0.015118745650429588,0.016928318778723916,24.02328570683797,23.768406005132768,1,1.0,1,0.0,0.015005596439462624,0.2806149506059765,0.3239437220488053,0.0,-0.012640066283641989,-0.012560516171464253
