Date,Open,High,Low,Close,Volume
2020-01-01,1170.6439399059832,1175.103303884939,1129.2360044688369,1131.7352294921875,3137636.0
2020-01-02,1133.940480686197,1136.78270633709,1117.279298169632,1132.568359375,3286436.0
2020-01-03,1132.9604111725027,1132.9604111725027,1109.4387417363953,1116.9852294921875,2695237.0
2020-01-06,1138.8409277133226,1148.0536063056106,1127.1780750080538,1135.5086669921875,4494752.0
2020-01-07,1147.6125536808718,1150.4547797044763,1129.089332281594,1136.831787109375,2363578.0
2020-01-08,1122.1797424148888,1133.254577247396,1115.3192549066755,1120.513671875,2370166.0
2020-01-09,1131.9804223741055,1144.7213275610004,1125.6099697806585,1140.261962890625,1764131.0
2020-01-10,1143.7412927129724,1147.367502598401,1127.8151607450325,1131.0494384765625,1517311.0
2020-01-13,1131.980578922655,1139.2820508191785,1125.6101254481987,1135.851806640625,1135936.0
2020-01-14,1138.8410237841003,1145.3585114019145,1134.087709531418,1143.83935546875,1324743.0
2020-01-15,1150.111707293754,1167.752960579896,1147.26948144795,1161.2354736328125,2665214.0
2020-01-16,1161.23551344743,1171.6732792604191,1150.6997645958622,1169.1251220703125,1644541.0
2020-01-17,1170.987330895844,1172.996402007799,1160.4025302313355,1165.057861328125,1034774.0
2020-01-20,1166.2828327630004,1171.18318079982,1155.6000501152537,1164.1756591796875,1139858.0
2020-01-21,1159.8634399032348,1160.3045430511754,1137.8609229686688,1152.7579345703125,925998.0
2020-01-22,1158.2462677282942,1162.3134607410643,1148.6415380703572,1154.178955078125,902471.0
2020-01-23,1152.5619934413944,1182.6011543578054,1151.5819237190804,1180.1019287109375,2101116.0
2020-01-24,1184.806267344151,1205.485713791465,1182.013092666507,1203.3785400390625,2841654.0
2020-01-27,1203.525584379667,1215.6294211745694,1184.7572258097814,1189.608642578125,2332864.0
2020-01-28,1190.7844963552564,1199.1150874820214,1164.6166873767286,1171.18310546875,1703068.0
2020-01-29,1174.6134985361236,1183.826177354085,1158.0502971991623,1162.55859375,1380266.0
2020-01-30,1167.2628880578227,1167.752922855496,1152.7578101917322,1155.7470703125,1859283.0
2020-01-31,1161.8724801768706,1170.9871750715984,1156.4820975189434,1164.07763671875,1809101.0
2020-02-03,1146.6814727334297,1168.5370734447642,1139.380001809021,1162.754638671875,3595537.0
