Date,Open,High,Low,Close,Volume
2020-01-01,544.715615329045,547.1838631123617,542.0575513590069,543.9561767578125,615465.0
2020-01-02,546.7566939508803,546.7566939508803,539.6368482737913,543.0068969726562,835523.0
2020-01-03,544.9529121209813,546.4718471174223,537.9280333148206,540.8234252929688,1086282.0
2020-01-06,537.3584440116748,539.2096153710448,530.6658010429825,533.70361328125,944473.0
2020-01-07,536.4091173395564,538.9248191138856,526.6312083403636,528.1500854492188,532397.0
2020-01-08,524.0205610708184,528.3873759031645,516.2836401175614,524.8274536132812,937862.0
2020-01-09,529.716497711603,535.3174659356713,527.5805440917981,532.9916381835938,529238.0
2020-01-10,535.2224355733301,536.5989504400585,532.2795896718637,534.985107421875,627150.0
2020-01-13,534.9852109559105,538.6400999605048,531.140505746572,533.3239135742188,562622.0
2020-01-14,533.3239671265387,541.8677830902865,533.2765130705877,538.2129516601562,581279.0
2020-01-15,537.7856227415841,537.7856227415841,527.8178397958001,528.862060546875,789912.0
2020-01-16,535.3174298172868,536.3616505621567,526.01411943668,529.763916015625,1061246.0
2020-01-17,529.6215444315419,532.1371881598199,524.3528129323648,526.2989501953125,472663.0
2020-01-20,525.91931838261,528.150180401332,521.3151742412226,523.02392578125,393683.0
2020-01-21,522.5966170886269,526.1565395483586,522.1219607606627,523.5933837890625,327726.0
2020-01-22,523.0713298355223,524.922501302541,518.6095482831175,522.4067993164062,628321.0
2020-01-23,521.2201114446267,527.2007696953452,519.5588142671244,524.875,1063748.0
2020-01-24,524.8750214206026,534.4630566311897,524.4952731593825,532.8966674804688,1002863.0
2020-01-27,530.665842053393,545.3801900888628,528.7672165004292,541.2981567382812,1280402.0
2020-01-28,545.7124387825296,550.5065147658468,540.1589820905184,542.7695922851562,1132177.0
2020-01-29,545.8547769787173,552.4050574790404,541.5354159839575,550.2691040039062,902503.0
2020-01-30,550.6014829369547,555.015811106051,539.6843845683771,543.7664184570312,1345292.0
