Date,Open,High,Low,Close,Volume
2010-01-04,194.33296423960988,196.46849131916605,194.33296423960988,195.71678161621094,11031470
2010-01-05,197.15186553318347,197.3227050952525,194.7686099776733,195.78939819335938,11613740
2010-01-06,196.2122185461993,197.74980059612378,195.18716819099043,196.96392822265625,14527930
2010-01-07,196.9809806329221,197.32265967841747,194.85399142718617,195.86195373535156,8576510
2010-01-08,195.95595148780674,196.80162486859444,194.7685990021352,195.27685546875,10453820
2010-01-11,196.21224718152288,197.55336459235954,193.32928530500683,193.6667022705078,14145340
2010-01-12,193.64960951713257,193.90587539542506,187.60179474686,188.1997528076172,22917720
2010-01-13,187.49929807044583,187.49929807044583,184.3472576711661,185.8677520751953,21719690
2010-01-14,186.90131539246258,187.84093940037644,183.27518188213995,184.2831573486328,20723990
2010-01-15,185.1929222327857,186.08129581696608,182.52777541179708,183.08729553222656,20611920
2010-01-18,185.79084367220548,186.47847709005995,183.04028393234358,184.20201110839844,19222170
2010-01-19,185.34663368570034,186.81587712965785,184.25324503450693,185.62852478027344,12277070
2010-01-20,186.55964812776182,186.7817512950713,183.87316433585113,184.49673461914062,16830720
2010-01-21,184.42410418265328,184.62058204881788,180.43494136102154,181.4429168701172,19265470
2010-01-22,179.39711518811114,179.93953445824772,175.3737758102569,178.30372619628906,27193180
2010-01-25,175.58729349130283,182.54484405750233,175.58729349130283,178.66673278808594,15378040
2010-01-27,175.9674004739502,176.68493431854364,168.37346803311797,169.7871856689453,38068910
2010-01-28,179.3842738610103,179.3842738610103,170.0733810504851,171.11978149414062,27952460
2010-01-29,169.9879547124253,176.59955121114842,167.0024920405629,175.677001953125,46487190
2010-02-01,183.48448876103637,183.48448876103637,172.16619527154361,172.65736389160156,22047160
2010-02-02,173.4218943834367,174.70321068774555,168.63403307502844,168.99281311035156,24086260
2010-02-03,169.67189106811898,172.20034767277386,169.4327130929279,170.73965454101562,30450710
2010-02-04,170.50048871811435,170.56027669906243,165.71690280490222,166.3917236328125,35357120
2010-02-05,165.71342292639102,165.71342292639102,159.96926124788664,162.94866943359375,26878830
2010-02-08,163.1375672957081,167.2417639932394,161.73373031472357,166.27581787109375,18885130
2010-02-09,165.79929292905132,168.11756103251878,165.28411641651059,167.4564208984375,13836980
2010-02-10,169.14788387405721,169.14788387405721,162.70824362504487,164.15501403808594,19731930
2010-02-11,165.1896671348749,166.57204389954381,164.0820546694737,164.6530303955078,12427940
2010-02-15,165.28412368492587,165.28412368492587,161.96127302721536,162.70826721191406,13325010
2010-02-16,164.33958911681816,165.28407478475145,162.70821907382026,164.90628051757812,8070150
2010-02-17,166.14274923481872,168.50395109732906,165.477324859614,168.01882934570312,13468360
2010-02-18,168.10898599973305,168.28930173052606,165.48161430364704,166.77813720703125,13103230
2010-02-19,165.28408533037165,166.056836852363,162.28321742814592,163.5926055908203,15863020
2010-02-22,164.85479765054376,166.14272575718863,164.00905766978767,164.54139709472656,11528650
2010-02-23,164.4168746903264,166.0997597507438,163.70421970502937,164.15928649902344,10625770
2010-02-24,163.6527544673491,165.7134344216361,163.13757792803554,164.96214294433594,8173590
2010-02-25,165.28409780902248,165.71340715398097,163.4294782944462,164.3095703125,21615960
2010-02-26,165.28412066461948,174.47133929684972,164.4255018559721,169.51710510253906,43215190
2010-03-02,170.91236020004752,172.66824718824358,169.50852316827513,170.57749938964844,19347350
2010-03-03,170.7878621418012,173.94757291663888,170.7878621418012,173.64706420898438,15843680
2010-03-04,173.69858707431808,175.56178831116247,172.75410114712358,174.5314483642578,14301070
2010-03-05,175.58753105311135,176.78959203977695,173.53543280349368,175.77642822265625,12685070
2010-03-08,176.87542765896004,181.3831752085209,174.56574158018634,177.3863067626953,38664790
2010-03-09,174.51855499190393,178.42097556620908,174.51855499190393,175.55319213867188,14305280
2010-03-10,176.03401355148122,176.03401355148122,173.99049680646726,174.92210388183594,12767630
2010-03-11,175.15824380751974,176.257274877409,173.2950424921374,175.65194702148438,11979800
2010-03-12,175.3299354467066,177.1029851536604,175.04230551981226,175.83651733398438,12033430
2010-03-15,175.11526468036266,175.56604731611162,172.67679094737608,173.02023315429688,8997490
2010-03-16,173.1877010807342,173.87030143269945,171.51768127949606,173.0846710205078,12857170
2010-03-17,173.44527358955057,175.32993481136634,173.0674792677017,174.06776428222656,10777370
2010-03-18,174.29957078570152,176.05974148536046,172.6252671841644,174.26951599121094,14269070
2010-03-19,175.15826339273866,177.3777991126384,174.5829902763231,176.74241638183594,12889130
2010-03-22,173.88315755518525,176.34310473473118,172.58235080822723,175.23977661132812,11151560
2010-03-23,175.32993977163795,176.58781305041737,173.32077511385293,175.892333984375,13650500
2010-03-25,175.55748253808252,177.01284763261296,173.887475853911,175.97821044921875,13646480
2010-03-26,176.4332739168569,178.42097841426363,175.59183121242265,177.97879028320312,13422710
2010-03-29,178.16339860831513,180.73925497373656,177.99167747091698,179.8849334716797,11231550
2010-03-30,179.88491890650243,182.1946053567203,178.16338418252957,178.8116455078125,11929880
2010-03-31,179.02201059319108,180.21549013975306,178.0217255072867,178.4381561279297,9997220
2010-04-01,178.59271405503165,180.99684936453068,178.18916216265401,180.53318786621094,7681450
2010-04-05,181.5978608080147,183.93330479418432,180.73924208079006,183.59414672851562,11075350
2010-04-06,184.07926241221165,184.4098258948968,181.34886123724755,182.33197021484375,12359300
2010-04-07,182.91155687289825,183.31510874589074,179.96650075880714,181.24583435058594,13004150
2010-04-08,180.73926253431753,181.15139590160985,179.24097687822987,179.95791625976562,11497010
2010-04-09,180.30993649935516,182.45648336244273,179.75612374026352,180.8336944580078,12367190
2010-04-12,181.59784184410785,181.59784184410785,178.59267661264508,179.62301635742188,8614120
2010-04-13,180.05232344230097,181.3402513826629,177.13302535140613,179.7904510498047,17619090
2010-04-15,180.02230487608063,181.0869969042522,175.84513280045144,176.36459350585938,13016220
2010-04-16,176.01684510067844,176.43327572168323,173.89175843752847,175.81936645507812,9466180
2010-04-19,175.15392805300502,175.5789532440862,172.75409021428501,174.5099639892578,9250600
2010-04-20,175.3642860460255,180.87661646628476,173.52684257260574,180.1682586669922,24993280
2010-04-21,181.168555924244,181.94130755726158,179.15939119721241,180.8079376220703,15633000
2010-04-22,178.77300107781286,193.09475436752518,178.77300107781286,190.8795166015625,65306760
2010-04-23,191.4719787313835,196.96713341850744,189.84060836843545,194.09934997558594,31784560
2010-04-26,194.39128759573555,195.6792157726547,192.42505634362482,193.3223114013672,12145600
2010-04-27,193.36094360351436,193.61853185377157,189.67747485972913,190.42446899414062,11094760
2010-04-28,189.23954724664762,193.3480406752655,187.3935223699643,191.66085815429688,18684250
2010-04-29,192.33062481991743,196.19440969353184,191.90131538951584,195.2499237060547,21393940
2010-04-30,195.76505723488228,199.1050833452252,195.76505723488228,197.5424041748047,19146310
2010-05-03,196.62370058006184,197.91162874980023,195.51179083236562,197.23760986328125,13160890
2010-05-04,197.91161646867806,198.8475077362567,195.1726206347616,195.77365112304688,13397620
2010-05-05,194.04783880518892,196.19438569462685,192.37353485172383,195.4387969970703,16717010
2010-05-06,195.76506376333379,199.1995385661993,194.24530499465095,198.47830200195312,17751300
2010-05-07,195.35294239328988,196.77823956645196,190.47169687766475,191.14141845703125,16085350
2010-05-10,193.18919893160378,199.63742036607658,192.51518013764252,198.15631103515625,14791690
2010-05-11,198.68435104774136,200.82661349581232,195.8637987299871,196.43907165527344,18377970
2010-05-12,196.623690895088,200.83091746840748,195.93679328476503,199.56016540527344,20204040
2010-05-13,200.22988194682142,201.6895311436953,198.01464408740875,199.00634765625,17762910
2010-05-14,198.77023375085622,200.39302260817544,189.8921193272471,190.978271484375,33008880
2010-05-17,189.7547624608361,195.07819661545875,183.86033944433078,193.25363159179688,25703050
2010-05-18,193.00888867785628,197.31057668003362,191.5878758005228,195.7650604248047,18901340
2010-05-19,194.04784154096993,195.16404855951097,188.03751016580713,190.11106872558594,20415020
2010-05-20,190.78508501730514,195.93679755477413,190.7078124735989,194.69180297851562,17039960
2010-05-21,190.78507325979828,195.76506435941303,189.7847882350699,195.0094757080078,15706440
2010-05-24,195.93681265589066,198.42681510179804,190.86666955762072,191.5750274658203,15195470
2010-05-25,190.61334881751284,190.61334881751284,183.5726781931983,185.04090881347656,17355820
2010-05-26,186.47482107868728,187.6940712803456,184.7404205693931,186.62937927246094,16500270
2010-05-27,186.3202652309444,193.0174939747494,185.22981577062478,190.5618438720703,21781920
2010-05-28,192.67400995632764,193.94477492634277,189.16656028745504,192.279052734375,13567960
2010-05-31,191.47196116864245,195.2928115851196,191.47196116864245,194.80340576171875,11989040
2010-06-01,193.28369508462018,195.421660795583,189.07646784621807,189.72471618652344,14423360
2010-06-02,189.9436472017787,194.64887443889674,189.75475002241606,193.8975830078125,12342500
2010-06-03,194.48142701370693,197.99317424721878,194.48142701370693,196.391845703125,12587190
2010-06-04,196.6236684208869,201.60365914965965,195.67918267696285,200.9811553955078,19478740
2010-06-07,193.29223870035335,199.19953958393737,191.71668071331877,196.34463500976562,14925200
2010-06-08,196.45195738618565,200.18265661375256,194.786235044119,196.09133911132812,14018340
2010-06-09,197.92771097483285,200.00659630649463,195.58896167240565,196.84495544433594,18141760
