Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Ret,MA_12,MA_21,DOW,Roll_Rets,Avg_Range,Returns_T1,Range_T1,RSI_Ret_T1,Returns_T2,Range_T2,RSI_Ret_T2
2013-01-21,0.0042740170014712,0.0018000124088968,0.0027776885259109,6082.2998046875,inf,0.0029516362100119,0.0048226739095869,1.8014077074746706,65.80719687690625,1.0231443953969883,6013.841634114583,5970.373814174107,0.0,0.0257466452798338,0.0086316757101748,0.0041726894648748,0.0058032999007502,1.0346377538974023,0.0062230973863934,0.0108715780622521,1.0583435463924735
2013-01-22,-0.0009201984400032,0.0011403524444588,-0.0040560085176097,6048.5,-0.014514896867838,-0.0055570763975578,0.0100653596039235,1.787843654581942,60.66087350543504,0.921796952070493,6016.5374755859375,5976.664295014881,1.0,0.0241518680926728,0.0086207574380423,0.0029516362100119,0.0048226739095869,1.0231443953969883,0.0041726894648748,0.0058032999007502,1.0346377538974023
2013-01-23,-0.0044899887545497,-0.0051628343153699,-0.0032033933707887,6054.2998046875,0.0620155038759691,0.0009588831425146,0.0080798357677183,1.7867836403792765,61.22127726686881,1.009238306820352,6022.029134114583,5986.502371651785,2.0,0.0248568324172986,0.0087097775738863,-0.0055570763975578,0.0100653596039235,0.921796952070493,0.0029516362100119,0.0048226739095869,1.0231443953969883
2013-01-24,-0.0010986398533684,-0.0007413753574746,-0.0022088479614704,6019.35009765625,0.3518248175182481,-0.0057727083492281,0.0095624401570308,1.773066842257498,56.04051896105218,0.9153765073663318,6023.499959309896,5994.292852492559,3.0,0.020793426615613,0.0084619324861703,0.0009588831425146,0.0080798357677183,1.009238306820352,-0.0055570763975578,0.0100653596039235,0.921796952070493
2013-01-25,-0.0035890633143976,0.0025143027535448,0.0010985789507007,6074.64990234375,-0.203023758099352,0.0091870058711209,0.0109901333003832,1.801975269501066,61.580490158921606,1.0988565291788193,6032.095784505208,6002.342843191965,4.0,0.0318112802939299,0.0085425594761891,-0.0057727083492281,0.0095624401570308,0.9153765073663318,0.0009588831425146,0.0080798357677183,1.009238306820352
2013-01-28,0.0095609756255705,0.0012910177382641,0.00780615110386,6074.7998046875,-0.233739837398374,2.467670502159791e-05,0.0044544165432081,1.7973858966995842,61.59461932511197,1.0002294422495486,6040.9416097005205,6012.090448288691,0.0,0.038035005911995,0.0083138435659028,0.0091870058711209,0.0109901333003832,1.0988565291788193,-0.0057727083492281,0.0095624401570308,0.9153765073663318
2013-01-29,-0.002860837879083,0.0038433583074499,-0.0031262921662572,6049.89990234375,0.3934571175950485,-0.0040988844314732,0.0114770676022781,1.7928731824860114,57.79262849626213,0.9382739779787912,6049.158284505208,6018.830915178572,1.0,0.0291339173181275,0.0084283929049455,2.467670502159791e-05,0.0044544165432081,1.0002294422495486,0.0091870058711209,0.0109901333003832,1.0988565291788193
2013-01-30,4.943437892146463e-05,-0.0065201103845772,0.0002812943386059,6055.75,-0.2119289340101523,0.0009669742889437,0.0045995373076319,1.790911214318411,58.44167597873847,1.011230627492887,6051.799967447917,6026.004720052083,2.0,0.0337916520247993,0.0083771582086113,-0.0040988844314732,0.0114770676022781,0.9382739779787912,2.467670502159791e-05,0.0044544165432081,1.0002294422495486
2013-01-31,-0.003190453034831,-0.0022892794205938,-0.0031435355355154,6034.75,0.356682769726248,-0.0034677785575693,0.0054604288485755,1.784090433924229,55.162441263036754,0.9438887632706714,6049.9791259765625,6027.980910528274,3.0,0.023683285032425,0.0080860614226207,0.0009669742889437,0.0045995373076319,1.011230627492887,-0.0040988844314732,0.0114770676022781,0.9382739779787912
2013-02-01,-0.0007773700275677,-0.0008417905991882,-0.0069624337503921,5998.89990234375,-0.0545994065281899,-0.0059406102417249,0.0116576410153625,1.7796846971702105,50.00408797293412,0.9064879441157158,6049.733276367188,6027.476143973215,4.0,0.0121802860281247,0.008313362216153,-0.0034677785575693,0.0054604288485755,0.9438887632706714,0.0009669742889437,0.0045995373076319,1.011230627492887
