Date,Open,High,Low,Close,Volume
2020-01-01,6.962299823760986,6.962299823760986,6.962200164794922,6.962299823760986,0.0
2020-01-02,6.962200164794922,6.9730000495910645,6.959799766540527,6.962200164794922,0.0
2020-01-03,6.963399887084961,6.974400043487549,6.959099769592285,6.963399887084961,0.0
2020-01-06,6.964499950408936,6.977499961853027,6.964499950408936,6.964499950408936,0.0
2020-01-07,6.974500179290772,6.974999904632568,6.930799961090088,6.974500179290772,0.0
2020-01-08,6.944399833679199,6.953000068664551,6.93149995803833,6.944399833679199,0.0
2020-01-09,6.945199966430664,6.951600074768066,6.945099830627441,6.945199966430664,0.0
2020-01-10,6.951700210571289,6.955999851226807,6.909299850463867,6.951700210571289,0.0
2020-01-13,6.909299850463867,6.9141998291015625,6.883699893951416,6.909299850463867,0.0
2020-01-14,6.8927001953125,6.900300025939941,6.86460018157959,6.8927001953125,0.0
2020-01-15,6.900400161743164,6.900400161743164,6.882800102233887,6.900300025939941,0.0
2020-01-16,6.889800071716309,6.890699863433838,6.870100021362305,6.889800071716309,0.0
2020-01-17,6.878099918365479,6.878099918365479,6.85260009765625,6.878099918365479,0.0
2020-01-20,6.858699798583984,6.865900039672852,6.839799880981445,6.858699798583984,0.0
2020-01-21,6.865799903869629,6.9079999923706055,6.865799903869629,6.865799903869629,0.0
2020-01-22,6.904799938201904,6.916200160980225,6.888000011444092,6.904799938201904,0.0
2020-01-23,6.905700206756592,6.935699939727783,6.905700206756592,6.905700206756592,0.0
2020-01-24,6.9355998039245605,6.935699939727783,6.9355998039245605,6.9355998039245605,0.0
2020-01-27,6.935699939727783,6.935699939727783,6.935200214385986,6.935699939727783,0.0
2020-01-28,6.935699939727783,6.935800075531006,6.935699939727783,6.935699939727783,0.0
2020-01-29,6.935699939727783,6.935800075531006,6.935699939727783,6.935699939727783,0.0
2020-01-30,6.935699939727783,6.935800075531006,6.935699939727783,6.935699939727783,0.0
2020-01-31,6.935699939727783,6.935800075531006,6.935699939727783,6.935699939727783,0.0
2020-02-03,6.935699939727783,7.024600028991699,6.9355998039245605,6.935699939727783,0.0
2020-02-04,7.020599842071533,7.023200035095215,6.982800006866455,7.020599842071533,0.0
2020-02-05,6.997499942779541,7.005799770355225,6.969099998474121,6.997499942779541,0.0
2020-02-06,6.972799777984619,6.981200218200684,6.952099800109863,6.972799777984619,0.0
2020-02-07,6.969799995422363,7.001399993896484,6.969799995422363,6.969799995422363,0.0
2020-02-10,7.00059986114502,7.001299858093262,6.973599910736084,7.00059986114502,0.0
2020-02-11,6.983500003814697,6.983500003814697,6.961599826812744,6.983500003814697,0.0
2020-02-12,6.964900016784668,6.975299835205078,6.9583001136779785,6.964900016784668,0.0
2020-02-13,6.9710001945495605,6.984399795532227,6.968599796295166,6.9710001945495605,0.0
2020-02-14,6.976399898529053,6.987100124359131,6.9720001220703125,6.976399898529053,0.0
2020-02-17,6.986100196838379,6.986100196838379,6.970300197601318,6.986100196838379,0.0
2020-02-18,6.979300022125244,7.005899906158447,6.979100227355957,6.979300022125244,0.0
