Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Ret,MA_12,MA_21,DOW,Roll_Rets,Avg_Range,Returns_T1,Range_T1,RSI_Ret_T1,Returns_T2,Range_T2,RSI_Ret_T2
2010-02-17,0.03332841639199402,0.018335533342100696,0.03364954518318641,131.84059143066406,0.2241798137929476,0.011875058921489323,0.019701992993733652,-0.13998433809643074,44.201226498596206,1.077030190964619,128.43650118509927,134.05890582856676,2,-0.1423766067795149,0.039089675720988086,0.02927605131611144,0.03503655403358552,1.261244478523378,-0.006760731129689446,0.03218216400494289,0.9688728916504544
2010-02-18,0.006338082511139431,-0.002908481005925334,-0.006426009741424377,131.5348663330078,-0.05270788761356493,-0.0023188996221776836,0.02331202213818373,-0.1490498296684859,43.70260115593134,0.988719196679289,128.28208605448404,133.1677031744094,3,-0.12727164003907088,0.03684308958588734,0.011875058921489323,0.019701992993733652,1.077030190964619,0.02927605131611144,0.03503655403358552,1.261244478523378
2010-02-19,-0.01469562833303828,-0.014585395788003552,-0.022885566615532205,129.67259216308594,0.06777298963597889,-0.014158026855078387,0.03200462180042685,-0.14887000540111406,40.69139934376759,0.9310978813041414,128.13307253519693,132.2244389851888,4,-0.14296900769933596,0.03715224145998434,-0.0023188996221776836,0.02331202213818373,0.988719196679289,0.011875058921489323,0.019701992993733652,1.077030190964619
2010-02-22,0.008522849395212972,0.007471188278095786,0.02058481798121181,130.6454315185547,-0.3139434584064782,0.00750227429899164,0.018744257523242158,-0.1498429024260738,42.904575966565105,1.0543892974557163,127.87828636169434,131.3429438273112,0,-0.1012850398848798,0.03614029585532229,-0.014158026855078387,0.03200462180042685,0.9310978813041414,-0.0023188996221776836,0.02331202213818373,0.988719196679289
2010-02-23,-0.015492956184172568,-0.0039177755209524046,-0.009336475128391863,129.65406799316406,0.5024822529331374,-0.007588198943258351,0.024316552222431564,-0.1655788477522857,41.216671725498756,0.9606591091266883,128.03424644470215,130.61012813023157,1,-0.1143475327937089,0.03611225999342799,0.00750227429899164,0.018744257523242158,1.0543892974557163,-0.014158026855078387,0.03200462180042685,0.9310978813041414
2010-02-24,-0.010014426644411656,-0.019033683282723035,-0.028777059535862515,126.8282470703125,0.18183494399233235,-0.021795081069114985,0.03459256729045723,-0.17953153866993843,36.77548545789307,0.8922478191062152,128.22340520222983,129.78422146751768,2,-0.1365855214300582,0.03655159163435596,-0.007588198943258351,0.024316552222431564,0.9606591091266883,0.00750227429899164,0.018744257523242158,1.0543892974557163
2010-02-25,-0.005780248222555073,-0.014820500853975571,-0.020222100438327617,123.66889953613281,0.5372410659081155,-0.024910440750853913,0.04029636483880994,-0.20284676374242716,32.552256587930444,0.8851618457953979,128.1330712636312,128.89081355503626,3,-0.15662353041298627,0.03721409707779395,-0.021795081069114985,0.03459256729045723,0.8922478191062152,-0.007588198943258351,0.024316552222431564,0.9606591091266883
2010-02-26,-0.03343029798329833,0.047456327339155946,0.005518947371306426,131.78501892089844,0.17761262179196335,0.06562781277433705,0.08368421351681943,-0.1400204450139062,48.814170495571645,1.4995633363762164,128.67121187845865,128.83125341506232,4,-0.08927882769983997,0.03904082761287382,-0.024910440750853913,0.04029636483880994,0.8851618457953979,-0.021795081069114985,0.03459256729045723,0.8922478191062152
2010-03-02,0.08270688163305051,0.12065508793759872,0.08270688163305051,147.87828063964844,0.7862920711143582,0.12211753544163995,0.12166667469919523,-0.020552031001879634,66.2107301703285,1.356383392325289,130.65314483642578,129.59848276774088,1,0.03640575008335423,0.042551194862837434,0.06562781277433705,0.08368421351681943,1.4995633363762164,-0.024910440750853913,0.04029636483880994,0.8851618457953979
2010-03-03,0.1249998837202626,0.00786269105852111,0.10444432330796682,149.95362854003906,-0.3058902615209841,0.014034163038775471,0.023578979379447862,-0.0072358473460926165,67.73371008666047,1.0230020105867141,132.52852884928384,130.61233556838263,2,0.03119808316686934,0.04211135431992677,0.12211753544163995,0.12166667469919523,1.356383392325289,0.06562781277433705,0.08368421351681943,1.4995633363762164
