Datetime,Open,High,Low,Close,Volume
2022-01-03 09:15:00+05:30,618.75,622.4000244140625,614.2000122070312,617.4000244140625,0
2022-01-03 10:15:00+05:30,617.0,618.5,617.0,617.4000244140625,44650
2022-01-03 11:15:00+05:30,617.5,619.2000122070312,617.0,617.7999877929688,39105
2022-01-03 12:15:00+05:30,617.5,620.0,617.0,619.6500244140625,51592
2022-01-03 13:15:00+05:30,619.9500122070312,620.0,618.0499877929688,618.25,29300
2022-01-03 14:15:00+05:30,618.7000122070312,620.5,618.3499755859375,620.0999755859375,62354
2022-01-03 15:15:00+05:30,620.0999755859375,620.7999877929688,619.4000244140625,619.7999877929688,40014
2022-01-04 09:15:00+05:30,622.8499755859375,625.0499877929688,616.25,620.5,0
2022-01-04 10:15:00+05:30,620.5,634.5499877929688,620.4000244140625,633.0,210379
2022-01-04 11:15:00+05:30,633.0,633.5,626.5999755859375,627.5,221213
2022-01-04 12:15:00+05:30,627.5,628.1500244140625,622.9500122070312,623.0,70097
2022-01-04 13:15:00+05:30,623.0999755859375,625.9500122070312,622.5499877929688,624.7999877929688,61049
2022-01-04 14:15:00+05:30,624.7999877929688,629.9000244140625,624.7999877929688,627.0999755859375,139148
2022-01-04 15:15:00+05:30,627.0999755859375,628.4500122070312,625.7999877929688,628.0499877929688,68011
2022-01-05 09:15:00+05:30,629.3499755859375,636.8499755859375,628.2000122070312,629.0,0
2022-01-05 10:15:00+05:30,628.8499755859375,630.0,626.7999877929688,628.0,44653
2022-01-05 11:15:00+05:30,628.0,632.7000122070312,627.4500122070312,630.5999755859375,52775
2022-01-05 12:15:00+05:30,630.5999755859375,631.0499877929688,628.0499877929688,628.0999755859375,194358
2022-01-05 13:15:00+05:30,628.1500244140625,628.4500122070312,626.0,626.8499755859375,80784
2022-01-05 14:15:00+05:30,626.8499755859375,630.7999877929688,626.2999877929688,630.2000122070312,182449
2022-01-05 15:15:00+05:30,629.8499755859375,630.75,628.4500122070312,629.9500122070312,0
2022-01-06 09:15:00+05:30,625.0,639.9000244140625,624.4500122070312,638.5,334653
2022-01-06 10:15:00+05:30,638.3499755859375,638.3499755859375,634.9500122070312,636.2000122070312,175098
2022-01-06 11:15:00+05:30,636.25,637.7999877929688,632.0999755859375,632.2999877929688,171849
2022-01-06 12:15:00+05:30,632.25,633.25,630.2000122070312,633.0,63144
2022-01-06 13:15:00+05:30,632.7999877929688,635.4500122070312,632.75,634.8499755859375,65546
2022-01-06 14:15:00+05:30,635.0,635.5499877929688,633.25,633.5999755859375,179477
2022-01-06 15:15:00+05:30,633.8499755859375,635.0,633.0999755859375,634.9500122070312,63022
2022-01-07 09:15:00+05:30,637.7999877929688,637.7999877929688,630.4000244140625,634.25,0
2022-01-07 10:15:00+05:30,634.5999755859375,641.0,634.0499877929688,635.3499755859375,219229
2022-01-07 11:15:00+05:30,635.3499755859375,637.0,631.5,631.6500244140625,85670
2022-01-07 12:15:00+05:30,631.9000244140625,633.5499877929688,630.0999755859375,633.0,88228
2022-01-07 13:15:00+05:30,633.4000244140625,634.4000244140625,631.5,632.0,54878
2022-01-07 14:15:00+05:30,632.0,637.8499755859375,630.5999755859375,636.75,147591
2022-01-07 15:15:00+05:30,636.75,638.0,636.0499877929688,636.5999755859375,60117
2022-01-10 09:15:00+05:30,636.5999755859375,642.9500122070312,636.5999755859375,638.4500122070312,0
2022-01-10 10:15:00+05:30,638.5,643.5,638.5,643.0,61585
2022-01-10 11:15:00+05:30,642.75,642.8499755859375,638.0999755859375,640.25,128748
2022-01-10 12:15:00+05:30,640.25,642.9500122070312,639.7999877929688,642.5999755859375,51399
2022-01-10 13:15:00+05:30,642.9000244140625,644.9500122070312,642.4500122070312,643.4000244140625,97698
2022-01-10 14:15:00+05:30,643.8499755859375,646.0,642.5999755859375,645.4500122070312,117397
2022-01-10 15:15:00+05:30,645.7000122070312,646.0,643.0,643.0,78971
2022-01-11 09:15:00+05:30,642.9000244140625,645.4000244140625,636.3499755859375,639.5,0
2022-01-11 10:15:00+05:30,639.7000122070312,641.4500122070312,639.2999877929688,641.25,63373
2022-01-11 11:15:00+05:30,641.0,645.0,641.0,643.5,128403
2022-01-11 12:15:00+05:30,643.5,651.1500244140625,641.0999755859375,649.3499755859375,252897
2022-01-11 13:15:00+05:30,649.7000122070312,650.7999877929688,645.5999755859375,647.1500244140625,393484
2022-01-11 14:15:00+05:30,647.5999755859375,649.0499877929688,641.7999877929688,646.25,87161
2022-01-11 15:15:00+05:30,646.2999877929688,649.0,645.8499755859375,647.9500122070312,55603
2022-01-12 09:15:00+05:30,655.0,661.5,645.9000244140625,657.2000122070312,637864
2022-01-12 10:15:00+05:30,657.1500244140625,660.0,655.4000244140625,659.6500244140625,680166
2022-01-12 11:15:00+05:30,659.7999877929688,659.7999877929688,656.9000244140625,658.4500122070312,135140
2022-01-12 12:15:00+05:30,658.0,660.0,657.7999877929688,659.0,116771
2022-01-12 13:15:00+05:30,658.75,659.0,653.1500244140625,654.5499877929688,164271
2022-01-12 14:15:00+05:30,656.3499755859375,657.0999755859375,655.2000122070312,656.7000122070312,230115
2022-01-12 15:15:00+05:30,656.7000122070312,657.0,655.0,656.5999755859375,94355
2022-01-13 09:15:00+05:30,654.5999755859375,661.4500122070312,651.1500244140625,652.7999877929688,0
2022-01-13 10:15:00+05:30,653.2000122070312,658.2000122070312,652.4000244140625,657.9000244140625,81710
2022-01-13 11:15:00+05:30,658.0,669.9500122070312,657.4500122070312,665.2000122070312,441824
2022-01-13 12:15:00+05:30,664.9500122070312,667.8499755859375,664.7999877929688,665.7999877929688,123524
2022-01-13 13:15:00+05:30,665.75,667.5,664.5499877929688,667.0499877929688,87015
2022-01-13 14:15:00+05:30,667.0,670.5499877929688,666.5999755859375,670.0999755859375,199508
2022-01-13 15:15:00+05:30,670.0,670.5,669.4000244140625,669.8499755859375,195001
2022-01-14 09:15:00+05:30,671.8499755859375,682.5499877929688,667.5499877929688,680.9000244140625,0
2022-01-14 10:15:00+05:30,680.7000122070312,681.5499877929688,677.0999755859375,678.6500244140625,387138
2022-01-14 11:15:00+05:30,678.6500244140625,679.8499755859375,678.0,678.6500244140625,281472
2022-01-14 12:15:00+05:30,678.8499755859375,680.7000122070312,678.25,679.5499877929688,147557
2022-01-14 13:15:00+05:30,679.7999877929688,687.0,679.2999877929688,686.2999877929688,393070
2022-01-14 14:15:00+05:30,685.9000244140625,693.0,685.5,692.5,763998
2022-01-14 15:15:00+05:30,692.7000122070312,695.0,690.0,692.5499877929688,226067
